id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
212,Disaster Event,Flood - Brisbane River,"On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane.  Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931.  Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to the heavy deluge.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normalised cost of $2645 million.",1/25/1974 0:00,1/29/1974 0:00,-27.4712677,153.0091705,,,2500,,300,13,68000000,,,6000,56,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=212,
213,Disaster Event,Hail - Sydney Apr 1999,"At approximately 7.45 pm on 14 April 1999, a torrential hailstorm hit Sydney's inner and eastern suburbs, damaging thousands of homes and cars. Hailstones the size of cricket balls hit the city at more than 200 km per hour. The storm hit 85 suburbs, causing damage to 20,000 houses including windows, roofs and skylights. Seventy thousand cars sustained windscreen and panel damage. The worst affected areas included the south-east suburbs of Kensington, Kingsford, Botany, Mascot, Randwick and Paddington. One person died as a result of the storm.  The Insurance Council of Australia estimated the 1999 damage at $1700 million, with the 2011 estimated normalised cost of $4296 million.",4/14/1999 0:00,4/14/1999 0:00,-33.9096756,151.2230225,,,,500,50,1,1700000000,,,20000,,2500,,,,,,,25,,40000,,60,,2000,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=213,
214,Disaster Event,Shipwreck - Conside,&lt;p &gt;&lt;span &gt;The Conside was an iron screw steamer. It was travelling from Sydney to Melbourne with 180 passengers when it ran onto Lonsdale Reef Port Phillip Heads in the early hours on 14 September 1852. Fourteen lives were lost.  &nbsp;,14/09/1852 00:00:00,14/09/1852 00:00:00,-38.29613495,144.5859222,,,,,,14,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=214,
215,Disaster Event,Complex Emergencies - HMAS Stalwart Poisonous Gases,"On 22 October 1985, a toxic gas leak occurred onboard the HMAS Stalwart north of Darwin. Three crew members died as a result of the gases. Sixty people were injured by the fumes and required medical treatment.",10/22/1985 0:00,10/22/1985 0:00,-12.4713583,130.8701324,,,,,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=215,
216,Disaster Event,Shipwreck - Sierra Nevada,"The Sierra Nevada was an iron ship. It wrecked off London bridge on the Portsea back beach 9 May 1900 while en route from Liverpool to Melbourne. Fourteen men manned a lifeboat but after being swamped by a wave, nine drowned. As another boat was launched the ship disintegrated and all people remaining on board died. Five survived out of a crew of 28.",5/9/1900 0:00,5/9/1900 0:00,-38.33506012,144.6839294,,,,,,23,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=216,
217,Disaster Event,"Flood - Brisbane, Ipswich and Maryborough","The Queensland flood of 1893 is often referred to as the Black February Flood. Tropical cyclone Bundinyong brought about extreme weather conditions and heavy rain to the area. Crohamhurst recorded 914 mm in a 24 hour period. Furthermore, the water gauge recorded 8.35 m above the low tide level and 889 mm of rain fell in the Brisbane water catchment reserves.  Further flooding destroyed two major bridges. Both the Victoria bridge and the Indooroopilly Railway bridge collapsed.  There were 35 recorded deaths.",01/02/1893 00:00:00,15/02/1893 00:00:00,-27.61281967,152.7580261,,,,5000,300,35,,,,,,,,,,,,2,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=217,
218,Disaster Event,Cyclone Audrey,"Cyclone Audrey began on 28 February 1969, and brought rough seas and heavy rain to the north and west coasts of the Northern Territory. It caused only minor damage, including uplifting roofs of buildings at Milingimbi and Maningrida.  At Goulburn Island off the northern Arnhem Land coast four fishermen were killed by the cyclone.",2/28/1969 0:00,3/9/1969 0:00,-12.05006504,134.2199707,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=218,
219,Disaster Event,Hail - Western Sydney,"On 3 October 1986 a severe hailstorm spread over Western Sydney. Hail stones of up to 6 cm caused damage to hundreds of homes and ten people sustained injury.  The Insurance Council of Australia estimated the 1999 damage at $104 million, with the 2011 estimated normalised cost of $638 million.",10/3/1986 0:00,10/3/1986 0:00,-33.81459808,151.0031281,,,,120,10,,104000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=219,
220,Disaster Event,Shipwreck - Carrington,"On 19 May 1841, the two mast wooden schooner Carrington left Sydney en route to Port Stephens.  The ship was lost at sea and remains of cargo washed ashore at Port Stephens. The five crew and an unknown number of passengers were presumed dead.",19/05/1842 00:00:00,20/05/1842 00:00:00,-32.7087326,152.2990112,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=220,
221,Disaster Event,Shipwreck - Glenelg,"On 25 March 1900 the Glenelg, an iron twin screw steamship with a cargo of wool and electricity poles onboard, was en route from Lakes Entrance to Melbourne. It foundered 40 miles west of the Lakes Entrance, Ninety Mile Beach after a leak that quickly sank the vessel. Three people survived and 31 people died.",3/25/1911 0:00,3/25/1911 0:00,-38.2683754,147.5079346,,,,,,31,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=221,
222,Disaster Event,Cyclone Emily,Tropical Cyclone Emily formed off the southern and central coasts of Queensland resulting in eight deaths (in three separate incidents).  Other damage recorded included flooding at Kingaroy and Brisbane.,3/27/1972 0:00,4/2/1972 0:00,-23.41284752,150.8175659,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=222,
223,Disaster Event,Transport - Bundaberg Air Ambulance Crash ,"On 21 June 1987, a Cessna 402 aircraft transporting a critically injured patient crashed shortly after takeoff. The investigation revealed that the aircraft had collided with a tree 800 m beyond the aerodrome boundary, while tracking about 10 degrees to the right of the extended centreline of the runway. It had continued on the same heading until striking the ground 177 m beyond the initial impact point.  The wreckage was almost totally consumed by fire. Four people lost their lives and one survived with injuries.",6/21/1987 0:00,6/21/1987 0:00,-24.86404991,152.3483582,,,,,1,4,,,,,,,,,,,,,,1,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=223,
224,Disaster Event,Bushfire - East Coast Queensland,"During the period between September and November 1994, fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  A total of 682 major fires occurred across the state. Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes. Beerburrum State Forest sustained plantation timber losses of approximately 5000 hectares. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.  The Insurance Council of Australia estimated the 1994 damage at $59.1 million, with the 2011 estimated normalised&nbsp;cost of $215 million.",9/27/1994 0:00,11/7/1994 0:00,-27.08205414,152.9538879,,,3000,,9,,59100000,,,,23,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=224,
225,Disaster Event,Shipwreck - Bogong,"&lt;p &gt;&lt;span &gt;On 23 September 1896 the Bogong, a wooden single screw steamer, was leaking and wrecked near the mouth of the Snowy River, Gippsland coast. Of the seven people on board only three survived.",23/09/1896 00:00:00,23/09/1896 00:00:00,-37.80695343,148.5411224,,,,,3,4,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=225,
226,Disaster Event,Shipwreck - Monumental City,"On 15 May 1853 the Monumental City, a wooden steamship, whilst returning to Sydney from Melbourne with 91 passengers and crew onboard, ran ashore on Tullaberga Island west of Gabo Island and was totally wrecked. Fifty-four people were saved reaching the Island using a hawser fastened to a rock and 37 people lost their lives. ",15/05/1853 00:00:00,15/05/1853 00:00:00,-37.55485153,149.8433075,,,,,,37,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=226,
227,Disaster Event,Shipwreck - St Patrick,"On 13 January 1835 the wooden schooner, St Patrick, left Port Hacking and was en route to Sydney. Rough conditions caused by severe weather resulted in the vessel disappearing somewhere off Port Jackson Heads. All three crew members were killed but only one body was recovered near Botany Heads on 27 January.",13/01/1835 00:00:00,13/01/1835 00:00:00,-33.84646606,151.2927246,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=227,
228,Disaster Event,Industrial - Moura Mine 1986,"On 16 July 1986 at approximately 11:05 am, an explosion occurred at the No 4 Moura mine in central Queensland. The 12 miners had been extracting pillars in the main dips section and were subsequently killed as a result of the explosion. In accordance with section 74 of the Coal Mining Act (1925) an inquiry was held to investigate the incident with emphasis on determining the reasons for the incident. The report stipulated that the explosion was a result of numerous issues forming a dangerous working environment, which in turn led to the ignition of the safety lamp and the subsequent explosion.",7/16/1986 0:00,7/16/1986 0:00,-24.55961037,149.9702454,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=228,
229,Disaster Event,Transport - Koo-Wee-Rup Rail Collision,"On 24 December 1928 at Koo-Wee-Rup station, a goods locomotive was being reversed out of a holding siding ready for service when the wrong lever was pulled and the goods train ended up on the main line.  The train was in the path of the Flinders Street - Korumburra passenger train with the leading six carriages carrying nearly 400 passengers. Having received an 'all clear' signal, the passenger train was travelling at approximately 50 km per hour. The impact saw five of the six carriages have their sides ripped open by the locomotive.Derailment did not occur. In total 54 passengers were injured, 18 seriously.",12/24/1928 0:00,12/24/1928 0:00,-38.19873047,145.4858093,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=229,
230,Disaster Event,Urban Fire - Sydney Luna Park,"On 9 June 1979 at approximately 10.45 pm, six children and one adult were killed when a ghost train amusement ride at Sydney's Luna Park caught on fire.  A coronial inquest was unable to identify the cause of the fire however, it did find that inadequate firefighting measures and low staffing were contributory to the deaths.  The case was reopened in 1987 but no new findings were made.",6/9/1979 0:00,6/9/1979 0:00,-33.87269592,151.2069855,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=230,
231,Disaster Event,Industrial - Mount St Canice,"On 5 September 1974 an explosion occurred in the boiler room of the Mount St Canice laundry adjacent to the convent of The Good Shepherd, St Canice Avenue, Sandy Bay, Hobart. The new boiler was being installed when it exploded under test. A second boiler was operating at the time and was destroyed by the explosion. The building was extensively damaged. Seven people were killed and one died later in hospital. Seventeen people were injured, several seriously.",9/5/1974 0:00,9/5/1974 0:00,-42.89118576,147.326828,,,,,17,8,,,,,,1,,,,,,,,,,,,,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=231,
232,Disaster Event,Industrial - Cleve Structure Collapse,"On 6 August 1996, up to 150 people were sent crashing to the ground after seating scaffolding collapsed during a circus performance in Cleve, Eyre Peninsula in South Australia. Approximately 50 people were injured with many requiring hospitalisation.",8/6/1996 0:00,8/6/1996 0:00,-33.70070648,136.4931488,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=232,
